0,1,2,3,4,5,6
5318,"O servico, bem como as instalacoes sao simples porem muito agradaveis. Tem diversos sabores de pizza alem de massas e carnes.A pizza que provamos estava excelente e o custo muito honesto. Altamente recomendavel.",3,positive,Doses generosas,agosto,2021
5319,"Fui a alguns restaurantes e decididamente este foi o melhor! Qualidade muito boa e precos super acessiveis! Comi pao de Alho e Pizza Gamberi. As sobremesas sao caseiras... Cheesecake de Morando e Doce da Casa sao otimos! Recomendo vivamente Pizzaria com oferta variada, e de qualidade! Preco muito acessivel, sendo que 1 pizza e dificil de comer por apenas 1 pessoa! E possivel pedir cada metade da pizza com ingredientes diferentes! O espaco e pequeno, mas acolhedor, onde se pode ver a feitura das Restaurante local, mas com excelente apresentacao. Ementa bem organizada. As pizzas sao feitas em um balcao a vista dos clientes e pareceram bastante apetitosas. Imperial geladissimo! Pedi um bacalhau a Dona Maria... espetacular!!!! Uma posta grande de bacalhau a milanesa, sob uma cama de espinafres Excelente opcao junto a Hospedaria de mesmo nome. Atendimento exemplar feito pelo proprietario, ambiente, comidas e precos perfeitos. Adoramos tudo! Parabens Nelson!",3,positive,tipicas alentejanas,agosto,2021
5320,"Jantar agradavel ficamos ficamos na esplanada um pouco frio mas o funcionario prontigicou-se a ligar o ar condicionado que tornou a coisa melhor, entrada de queijo com presunto e salpicao uma delicia secretos de porco preto e o bife Pimenta nao deixaram a desejar o O melhor da zona. A comida e muito boa, desde as saladas as pizzas, staff simpatico e o preco e em conta",3,positive,Refeicoes,agosto,2021
5321,"O problema as vezes e conseguir mesa, no entanto tem bastante espaco e o pessoal e muito eficiente e rapido, sem no entanto apressar o cliente. As pizzas sao como sempre muito boas, mas ha mais na ementa e igualmente bem confeccionado. Localizacao excelente no Um Restaurante onde as suas pizzas sao uma delicia... Empregados simpaticos e atenciosos. Preco qualidade muito bom!!!",3,positive,saborosas,julho,2021
5322,"A refeicao e muito boa mesmo, os empregados sao muito atenciosos o que cria um bom ambiente durante a refeicao. Os precos sao muito acessiveis.",3,positive,Doses,agosto,2021
5323,"Boa comida, grande ambiente, preco muito bom. O pessoal e 5 estrelas. Sangria de beber e chorar por mais!",3,positive,generosas,agosto,2021
5324,"Vim ao Dona Maria num jantar de curso de faculdade e foi excelente..comida boa, boa sangria e excelente atendimento, o espaco e grande da para estar a vontade para as tipicas brincadeiras de jantares de curso...Recomendo vivamente Pizzas razoaveis, feitas a vista do cliente,mas as massas deixam, infelizmente,  muito a desejar em termos de sabor.",3,positive,tipicas,julho,2021
5325,"Uma Pizzeria com muita qualidade, sempre cheio, as pizas sao enormes, uma pizza grande da a vontade para 2 pessoas, tem show-cooking sempre engracado de ver!",3,positive,alentejanas,agosto,2021
5326,"Uma pizzaria normal, onde os tipos de pizza muda o nome mas sao iguais a concorrencia. Nao tem nenhum destaque.",3,negative,confeccionadas,agosto,2021
5327,"A parte a espera por uma mesa, com ultrapassagem por amigos da funcionaria, acabou por ser uma excelente refeicao - bom aspecto, em boa quantidade, saborosa e um servico rapido e eficiente. Uma muito boa relacao qualidade preco. O menu tinha imensas opcoes e, se Adorei a experiencia neste restaurante. O servico foi muito eficiente, todos na casa foram super simpaticos e a comida esteve irrepreensivel. Tanto a pizza como a massa que pedimos estavam muito bons! Voltarei ca certamente numa proxima visita a Beja.",3,positive,avaliacao maxima,dezembro,2020
5328,Um bom servico de mesa. Menu variado desde comida italiana ate ao menu mais saudavel. Todas as opcoes do menu tem um preco justo e sao de boa quantidade/qualidade. E dos restaurantes favoritos para um jantar de amigos apesar de ultimamente nao conseguir reservar antecipadamente.,3,positive,atencioso,dezembro,2020
5329,Lugar agradavel e com pizzas muito saborosas. Gostamos tanto que repetimos a visita. Excelente relacao custo beneficio. As massas sao muito bem servidas e uma porcao pode ser facilmente partilhada por duas pessoas. Recomendo.,3,positive,"pessoas,foi me respondido",outubro,2020
5330,a piza e de qualidade e os pratos em geral tem bom aspeto indiciando boa qualidade; o numero de clientes elevado ao almoco e jantar tambem e indiciador de boa qualidade,3,positive,Restaurante recomendado,julho,2020
5331,"Comida de qualidade, servico rapido e muito atencioso parabens ao staff. Por vezes temos de aguardar um bocado quando esta lotado mas vale a pena o tempo de espera. Nao possui muitos estacionamentos, o que pode dificultar alguem que nao conheca o local, mas caso A primeira impressao nao foi a melhor: muita gente, muita confusao, sem sitio para esperar mesa. Passados uns 15 minutos, la fomos levados para uma mesa no exterior. A refeicao correu melhor: o pao de alho com paio e bom e do tamanho duma pizza. Espaco bastante agradavel, onde paira o cheiro delicioso de pizzas, devido ao imenso forno existente no meio do restaurante. As saladas sao igualmente apetitosas e muito bem servidas. Atendimento eficiente e simpatico.",3,positive,serviam mais refeicoes,agosto,2020
5332,"Positivo: Atendimento com profissionalismo, simpatico e rapido, local  bastante limpo, com muitas lugares disponiveis, tanto dentro como fora, pizzas muito boas. As sobremesas tambem sao muito boas. Localizacao excelente. Otimo local para grupos. Negativo: Toda a comida vem ligeiramente salgada.",3,positive,respondido novamente,dezembro,2021
5333,"Apesar de o menu ser pouco variado no que diz respeito a comida italiana, a comida e excelente, os pratos muito bem servidos e o preco muito razoavel.  O atendimento e rapido. Convem fazer marcacao porque a maior parte das vezes esta cheio.",3,positive,muita ma educacao,dezembro,2021
5334,"Localizado no coracao da cidade,diante da Pousada a visitar se tiver disponibilidade. Parqueamento por vezes dificil de encontrar Sala de dimensao media,bem iluminada e permitindo uma relativa privacidade. Servico cordial e atendimento normalmente rapido Especializado na comida italiana - pizzas e massas- tem menu de Bom restaurante, com boa oferta de grelhados. O pessoal e prestavel e simpatico. Como ponto negativo, pior pao que comi em Beja.",3,positive,"amigo,quando cheguei",novembro,2021
5335,"A comida e 5 estrelas,com precos bastante simpaticos o local e agradavel e e sem duvida um restaurante a expeimentar",3,positive,poderia comer,novembro,2021
5336,Se houvesse melhor classificacao eu dava! Pao de alho e calzone no topo das escolhas! Sou de Beja e talvez por isso nao va la com tanta frequencia... Preco e qualidade,3,positive,novamente com muita,novembro,2021
5337,Gostei. O pao de alho estava delicioso. O bacalhau gratinado bom mas com excesso de cebola. Atendimento prestavel e simpatico. O pior e o calor que fica na sala nao deixa saborear os pratos com calma.,3,positive,LAMENTAVEL Nao provei,novembro,2021
5338,"Comi um bife de novilho a D.Maria... DIVINAL, que carne... O servico.. Fantastico... O preco?! Devem ter-se enganado... Vale a pena vir de longe, mas venham cedo!!!",3,positive,havia mesa,novembro,2021
5339,"O espaco e muito agradavel, os empregados sao muito simpaticos e a comida e fabulosa, com doses muito generosas e produtos de optima qualidade! As calzones sao maravilhosas, aconselho! O espaco la fora e bonito e confortavel e serve para fumadores!",3,positive,educacao e arrogancia,novembro,2021
5340,excelente produto! muito bom servico! ambiente amigo de todos os tipos de jantar (pouco formal)! para voltar sempre!,3,positive,nao serviam,dezembro,2021
5341,"Aqui prima a simpatia, logo a comecar pelo patrao, a confecionar as pizas, a vista, a entrada do restaurante. Pizas e massas excelentes, senao, um bife com pimenta verde que fica na memoria.",3,positive,LAMENTAVEL Nao,dezembro,2021
5342,Para os amantes de pizzas e um sitio a nao perder. Recomenda-se tambem o cheesecake. A localizacao e otima :centro da cidade. A relacao qualidade preco e muito boa.,3,positive,nao havia,novembro,2021
5343,Bem no centro da cidade e com ambiente descontraido um restaurante pizzaria. Uma salada da para duas pessoas sem qualquer duvida. Lista variada de pizza. A visitar de novo,3,positive,respondido,novembro,2021
5344,"O Restaurante Dona Maria e uma otima opcao para quem gosta de comida Italiana, as pizzas e as massas sao excelentes. Para alem de comida italiana, o restaurante apresenta na sua carta outra grande variedade de pratos, desde o tradicional bitoque as mais diversas saladas. O restaurante estava cheio quando chegamos, mas os funcionarios tomavam nota das pessoas que iam chegando para acomoda-los. Rapidamente fomos sentados. Servico excelente, funcionarios atentos e rapidos, o sr que fazias as pizzas estava atento as mesas e corrdenava com os funcionarios para acelerar o Localizada no centro da cidade de Beja a Pizzaria Dona Maria oferece uma grande variedade de comida italiana, com principal destaque para as pizzas, muito bem confecionadas e com uma excelente relacao qualidade preco.",3,positive,educacao,novembro,2021
5345,"Recomendo.. Muito bom, nao so pizzas e massas bem com outro tipo de cozinha.... Bacalhau gratinado com gambas..odorei",3,positive,perguntar se havia,novembro,2021
5346,E uma pizzaria simpatica e muito acessivel . Ha grande variedade de pizzas e massas para todos os gostos . O servico e rapido e simpatico.,3,positive,nao,novembro,2021
5347,"As entradas, a pizza e as sobremesas sao boas, no que toca as pizzas, sao saborosas, apetitosas e tem uma apresentacao apelativa, basicamente o que se exige numa uma pizzaria. O servico e cordial, rapido, eficiente e simpatico. Decoracao simples, depois ha a vantagem para Come-se uma boa pizza e saladas, nao experimentei as massas e os bifes mas tinham muito bom aspecto.",3,positive,eram,novembro,2021
5348,Quando em Beja apetece uma boa pizza este e o lugar certo! Como m varias opcoes de pizzas acho que e exagerado na ementa venderem bitoques! Especializem-se! Quanto as pizzas! Melhorem pff o molho de tomate. Demasiado acido e metalico! Um molho caseiro nao influenciara As pizas sao boas e o espaco tem aquele cheiro a pizzaria. nao provei os pratos de carne ainda. Gosto e aconselho,3,positive,proprietarios nao terem,novembro,2021
5349,"Come-se um pizza muito boa. E dos poucos sitios que conheco em Beja, onde gostei de comer uma pizza. E aconselhavel ir cedo ou o restaurante enche. E um bom lugar para ir com os amigos.",3,positive,pessoa mal educada,dezembro,2021
5350,"Muito bom espaco, bem localizado, muito boa comida, staff simpatico e agradavel. Tudo caseiro e maravilhoso. Aconselho!",3,positive,educada e estupida,dezembro,2021
5351,"Local bem situado, espaco harmonioso, comida maravilhosa, staff super bem disposto e nada melhor que para terminar que uma boa relacao preco qualidade... So uma chamada de atencao... Fiquei com a sensacao que a sangria era de garrafa,ou seja de hipermercado...A ser verdade fica mal Restaurante inserido na Hospedaria com o mesmo nome (Hospedaria Dona Maria), no entanto nao serve apenas para hospedes da Hospedaria, esta aberto ao publico. Pizzas deliciosas e variadas, confeccionadas a vista do cliente; as outras opcoes do menu tambem sao boa escolha.  As sobremesas estao...",3,positive,attitude intragavel,novembro,2021
5352,"Visitei o restaurante pela primeira vez com a minha familia e devo dizer que recomendo a 100%. O atendimento e excelente, a comida e melhor ainda, no meu caso que levei uma pessoa de idade que adorou o frango, todo o ambiente e casual e familiar, as sobremesas sao super caseiras e recomendo o cheesecake e o leite creme. E otimo para um ambiente com amigos, de facto um restaurante para voltar.",3,positive,docaria tradicional alentejana,julho,2021
5353,"Frango top, excelente molho bom ambiente. Local a visitar em beja. Boa relacao qualidafe preco. Recomendo",3,positive,bairro de Beja,abril,2021
5354,"Otimo atendimento!! Comida com qualidade, ambiente muito agradavel! Com direito a miminho especial  muito satisfeitos e com certeza e para voltar.",3,positive,Cafe num bairro,agosto,2020
5355,"Tive a oportunidade de visitar este local a conselho de um amigo e fiquei extremamente agradado com tudo!  A comida com variados pratos tipicos, carnes e peixes de optima qualidade e cozinhados e apresentados de maneira original e de fazer crescer agua na boca. O servico e outro dos pontos fortes, tive o prazer de ser servido pelo Sr. Ze, que profissionalismo e simpatia, extraordinario! Ate breve e obrigado! Recomendo vivamente! Visitem!!!",3,positive,tradicional alentejana,julho,2020
5356,"Simpatia, precos acessiveis e refeicoes bastante agradaveis. Almocamos na passagem por Beja e recomendamos",3,positive,leque variado,agosto,2019
5357,Excelente atendimento e comida . Espaco extremamente agradavel com musica calma de fundo. Sem duvida um sitio a repetir em beja!,3,positive,variado de docaria,janeiro,2020
5358,"Comida saborosa, staff simpatico, espaco agradavel! A voltar certamente! E para a proxima para provar o leite creme!",3,positive,docaria tradicional,setembro,2019
5359,"Comida boa, bom ambiente e otimo servico! Recomendo vivamente que visitem este espaco. Ideal para jantar com amigos",3,positive,Beja,agosto,2019
5360,O atendimento e excelente desde a simpatia dos empregados ate as refeicoes super bem servidas a condizer com uma optima relacao qualidade/preco. Recomendo vivamente.,3,positive,Iguarias todas frescas,agosto,2019
5361,"Excelente qualidade na comida, otima apresentacao do espaco e ambiente acolhedor. Staff muito simpatico e disponivel",3,positive,Cafe,julho,2019
5362,"Nada como um bom jantar apos um dia de trabalho complicado... Staff super atencioso, comida maravilhosa....um bom sitio para jantar ou almocar ... Ps: uma agradecimento a tatiana por esta sobermesa personalizada",3,positive,alentejana,julho,2019
5363,"Estavamos de passagem e adoramos este restaurante. Comida muito boa, precos acessiveis, bom espaco e de salientar a simpatia dos empregados e muito profissionais. Voltaremos com toda a certeza.",3,positive,qualidade,julho,2019
5364,"Espaco muito agradavel, bom atendimento e optima comida. Facil acesso e muito estacionamento junto ao restaurante.",3,positive,bairro,julho,2019
5365,"Excelente,bom atendimento, boa comida,restaurante a visitar para quem passa por Beja,precos acessiveis enfim tudo o que faz falta",3,positive,leque,marco,2019
5366,tudo excelente. optima comida ( uma picanha tenrinha)e optimo servico( toda a equipa muito atenciosa). recomenda-se.,3,positive,variado,fevereiro,2019
5367,"Primeiro: o nome engana. Depois, o que interessa: excelentes entradas, um arroz a bulhao pato fantastico e umas entradas inesqueciveis. Ponto de paragem recomendado para quem sai de Lisboa para o sotavento algarvio. Vale a pena o desvio.",3,positive,docaria,janeiro,2019
5368,"Comida muito boa e staff muito simpatico! A repetir, sem duvida. Eramos um grupo grande e o servico foi impecavel. Vinho 5 estrelas.",3,positive,tradicional,outubro,2018
5369,"Um otimo espaco para jantar com a familia otima comida um exelente atendimento, esta de parabens o sr. Jose um empregado super humilde e muito atencioso que nos deu uma otima sugestao do que comer",3,positive,qualidade e apresentacao,outubro,2018
5370,"Excelente espaco, carta variada nao ha so frango como se pensa pelo nome. Atendimento e comida excepcional. Recomendo vivamente",3,positive,Servico gentil,setembro,2018
5371,Muito bom!! Limpeza Simpatica dos funcionarios Estacionamento Boa comida Rapidez Preco- barato Adoreiiiiii,3,positive,Iguarias,setembro,2018
5372,"Gastronomia de qualidade. Otimo servico de atendimento, profissionalismo de topo, boa localizacao e instalacoes confortaveis.",3,positive,opcao de escolha,agosto,2018
5373,Ementa muito variada(e que inclui comida tipica Alentejana). Muita qualidade na comida e excelente apresentacao... A simpatia de todo o Staff e de parabenizar...! Extraordinario! Sem duvida a repetir! Ah e adoramos a decoracao do espaco...muito bom gosto!,3,positive,fraco,setembro,2018
5374,"Vim em jantar de familia, muito boa comida, atendimento excelente, muito simpaticos, recomendo vivamente!!",3,positive,escolha,agosto,2018
5375,"Desde as entradas,ao franguinho  Sobremesas caseiras do melhor que ha. Simpatia dos funcionarios",3,positive,opcao,agosto,2018
5376,"Mesa pronta, atendimento rapido e de qualidade, comida otima, apresentacao excelente. Obrigada e ate a proxima!",3,positive,Nao pretendo voltar,agosto,2018
5377,Nada melhor para acabar a refeicao.... Esta foto e o espelho do excelente servico... Recomendo vivamente!! Atendimento 5 estrelas,3,positive,Nao,julho,2018
5378,Passamos em Beja e calhou de entrarmos. Bom servico e boa comida a preco justo. Nao desilude. Aconselho,3,positive,voltar,junho,2018
5379,"Muito bom ambiente, belissimo servico e grande qualidade nos pratos pedidos. Recomendamos vivamente.",3,positive,Nao pretendo,maio,2018
5380,"Espaco muito agradavel, bom servico e simpatia! Tem um otimo choco frito a setubalense, que e sem duvida um prato de eleicao! Adequado para jantares mais calmos ou jantares com amigos. Preco acessivel e otima relacao qualidade/preco. Recomendo!",3,positive,pretendo voltar,maio,2018
5381,"Experiencia unica, excelente atendimento e simpatia. Confeccao e qualidade. Sabores incriveis, experiencias unicas. Recomendo",3,positive,Salvou-se,maio,2018
5382,"Costumo encomendar frequentemente neste restaurante, contudo hoje, apos ter encomendado presa com camarao tigre, fiquei bastante dececionada, como poderao visualizar na imagem. Um camarao que de tigre nada tem, e a nivel de sabor e confeccao deixou muito a desejar.",3,positive,atendeu,abril,2018
5383,"Local com uma decoracao fantastica. Ementa com pratos variados (frango assado, carnes de porco preto, vitela, etc.) e com sabores excelentes. Tem igualmente uma otima carta de vinhos. Staff atencioso. Servico rapido. Recomendo!",3,positive,pretendo,abril,2018
5384,Bom restaurante... Simpatia e qualidade de refeicao Parabens. Visitei em Beja e foi muito bom. Vou voltar com certeza.,3,positive,simpatia,abril,2018
5385,"Muito bom, com umas entradas muito boas, acompanhado com uma excelente sangria, comida muito bem confecionada,e com a simpatia dos funcionarios. Recomendo.",3,positive,empregada,janeiro,2018
5386,"Excelente. Gastronomia de qualidade. Otimo servico de atendimento, profissionalismo de topo, boa localizacao e instalacoes confortaveis.",3,positive,Salvou-se a simpatia,abril,2018
5387,"Lugar excelente, comida muito boa. Otimo atendimento!!! Local muito lindo e aconchegante. Recomendo!",3,positive,simpatia da empregada,marco,2018
5388,Fui a frango a guia . Adorei a culinaria . Os servico de mesa . Tudo fantastico parabem a todo equipe,3,positive,Migas Servico rapido,dezembro,2017
5389,Servico de excelencia. Decoracao irrepreensivel. Pratos variados e diferenciados. O frango a Guia e delicioso. Atendimento competente e atencioso.,3,positive,Migas Servico,fevereiro,2018
5390,Experiencia maravilhosa. Todo o staff e muito simpatico e prestavel A comida e simplesmente divinal. Irei voltar sem qualquer duvida,3,negative,ensopado de Borrego,fevereiro,2018
5391,Servico excelente tal como a comida que nos foi servida. Queria tambem sublinhar a simpatia dos empregados. Restaurante para repetir mais vezes!,3,positive,Recomendo o ensopado,novembro,2017
5392,"O nome pode enganar. Eu nunca comi frango, porque nao como carne, e mesmo assim tenho a escolha um variado e saboroso menu de peixes a vegetais, bem como boa carta de vinhos. Espaco com decoracao cuidada, equipa delicada e dedicada, e todas as regras Boa tarde caro Bruno, Agradecemos desde ja a sua visita e as suas palavras relativamente ao espaco, a comida e ao servico. Obrigado pelas sua recomendacao. Ficamos a aguardar nova visita em breve :) Cumprimentos.",3,positive,rapido e simpatia,dezembro,2017
5393,"Optima escolha onde tudo e agradavel ... staff impecavel , location espetacular obrigatorio parar para passar um bom bocadinho de tempo",3,negative,Borrego,dezembro,2017
5394,"Fui a este restaurante em Julho de 2021 para almocar com familia. Excelente atendimento, o espaco e muito bonito e bem decorado, mas mantem uma preocupacao notoria com as condicoes de saude e seguranca dos clientes, pois as mesas apresentam-se bem distanciadas e com acrilicos Boa tarde cara(o) dfsantos2, Agradecemos desde ja a sua visita e as suas palavras. A forma como descreveu a sua experiencia gastronomica deixa-nos preenchidos e tremendamente satisfeitos. Muito obrigado pela recomendacao Ate breve. Cumprimentos.",3,positive,Migas,novembro,2017
5395,"Durante a nossa visita, fomos extremamente bem tratados. Um atendimento excepcional, a refeicao tal como o vinho que nos ajudaram a escolher, tudo excelente...uma atmosfera ideal. Comparacao refeicao, preco muito justa, aconselhamos a qualquer pessoa que aprecia uma boa refeicao e atendimento top assim como Boa tarde cara(o) zt4jiggy, Agradecemos desde ja a sua visita e as suas palavras, e a forma como descreveu a sua experiencia gastronomica. Gratos pela recomendacao Ate breve. Cumprimentos.",3,positive,Servico,novembro,2017
5396,"Comemos muitissimo bem. Das as entradas as sobremesas, o empratamento e muito bom. Os empregados sao atenciosos e muito simpaticos. Gostei, e vou voltar!",3,positive,Sto Antonio,outubro,2017
5397,"Sem palavras, demasiado incrivel toda a experiencia! Desde uma otima qualidade a um impressionante atendimento",3,positive,Recomendo,outubro,2017
5398,"A comida, o tempero, o sabor, o aroma sao amazing, os atendimentos sao incriveis, super simpaticos e carismatico. Recomendo a todos que tem um paladar excepcional, para degustarem essa maravilha.",3,positive,simpatia,setembro,2017
5399,"Um restaurante fantastico, que aconselho com uma fantastica e variada cozinha, um otimo servico,adorei as entradas a apresentacao dos pratos mas sobretudo o sabor e simpatia com que gui recebido.",3,positive,ensopado,setembro,2017
5400,"Atendimento fantastico, a comida com uma qualidade de excelencia, o espaco e super acolhedor, e com todas as medidas de seguranca.",3,positive,rapido,outubro,2017
5401,"Servico excelente, pratos tipicos e variados, mas com requinte, servidos num espaco agradavel, no nosso caso, explanada fechada, com todas as medidas de seguranca. Atendimento excelente. Recomendo vivamente",3,positive,Real de Sto,setembro,2017
5402,"Comida muito bem confeccionada, tanto grelhados como comida de tacho, e um servico muito eficaz! Keep Going!",3,positive,Antonio,setembro,2017
5403,Muito bom! Grande restaurante na cidade Beja! Contempla diversos pratos tipicos da regiao assim como outros! 5 estrelas,3,positive,Preco,setembro,2017
5404,"Durante muito tempo frequentei este estabelecimento mas a qualidade tem caido a pico. estao sempre com falta de pessoal a servir. a carne de porco ou vem queimada ou crua. as batatas fritas muito gordurosas e moles,  e a cozinha e muito lenta. ate com Boa tarde caro Luis. Lamentamos que a sua experiencia no nosso restaurante nao tenha ido ao encontro do pretendido, entretanto permita-nos que se refira, apos falar com a equipa, que se concluiu que nunca partilhou com o staff a sua insatisfacao ou qualquer referencia negativa Restaurante com um atendimento muito simpatico e rapido. Uma sala bem decorada, muito limpa e confortavel para familias, incluindo bebes. Em relacao as regras da Covid 19 o espaco respeita as normas e adoptou estrategias inteligentes para evitar contagios. A comida e optima e com Boa tarde cara(o) Qfhjdgk, Agradecemos desde ja a sua visita e as suas palavras relativamente ao espaco, a comida e ao servico. Obrigado pelas sua recomendacao. Ate breve. Cumprimentos.",3,negative,apontar,agosto,2017
5405,"Atendimento demorado e ha pressa sem qualquer cuidado com o cliente, batatas fritas que parecem restos do almoco, almoco muito negativo",3,negative,comi pessimo,agosto,2017
5406,"Espaco bastante acolhedor, comida espetacular e atendimento muito simpatico. Recomendo vivamente a quem passar por Beja",3,positive,quase o dobro,julho,2017
5407,"Uma agradavel surpresa na cidade de Beja! Comida fantastica, staff atencioso (principalmente com as criancas), educado e disponivel! Destaco as medidas de protecao no ambito da Covid-19, separadores entre mesas, desinfetante e talheres em bolsas individuais. Todos os colaboradores com mascara e cumprindo as regras Boa tarde caro(a) VVRG, Agradecemos desde ja a sua visita e a forma como descreveu a sua experiencia gastronomica. Obrigado pelas suas palavras. Cumprimentos.",3,positive,empadas deliciosas,marco,2017
5408,"Em visita a este restaurante estivemos hora e meia a espera da comida nao bastando na sobremesa o empregado foi buscar as colheres a duas mesas que ja tinham passado pelas maos de outras pessoas o que e uma falha muito grande e falta de Boa tarde caro Ilidio F, Agradecemos desde ja a sua visita e lamentamos o que refere na medida que o Frango a Guia em Beja incutiu nos seus principios e regras basilares o cumprimento rigoroso de todos procedimentos de higiene e seguranca, em prol do Experimentamos sopa, entradas, carnes grelhadas, vinho e sobremesas. Foi tudo muito bom. O atendimento tambem esteve muito bem. Recomendo Boa tarde caro Luis Rosario, Agradecemos desde ja a sua visita e a forma como descreveu a sua experiencia gastronomica. Obrigado pela sua recomendacao. Cumprimentos.",3,negative,melhor pequeno-almoco,junho,2017
5409,"Infelizmente, um problema enorme com a equipe, servico ruim muito lento, equipe nao treinada ou nao tem nenhuma ideia sobre o servico, tivemos a sorte de chegar cedo e so tivemos que pedir ao garcom 5 vezes para itens esquecidos, uma vez que incluia um jantar que foi deixado no bar ! Pelo menos 3 grupos de pessoas a esquerda enquanto estavamos la cumprindo ferozmente com o garcom. A vergonha como a comida era um 7/10.",3,positive,acima da media,junho,2017
5410,"O melhor restaurante da cidade, pelo menos no que a qualidade da comida diz respeito. Ja la estive 4 vezes e a satisfacao foi total em todas elas. Secretos com migas, sopas de cacao, cozido de grao, tudo muito agradavel e saboroso. As sobremesas (sericaia, pudim...) tambem sao muito boas. O atendimento connosco sempre fui eficaz e com muita simpatia. Voltaremos mais vezes, sempre que passarmos por Beja com tempo e apetite para uma refeicao.",3,positive,Nao recomendo,outubro,2021
5411,"Comida de qualidade, tipicamente alentejana, num ambiente familiar. Proprietaria bastante simpatica e atenciosa. Precos em conta.",3,positive,Nao,setembro,2021
5412,"Em primeiro comeco pela simpatia ao reservar mesa, a chegada que nao era bem a rua, voltei a ligar e a senhora ate eu chegar esteve comigo ao telefone a dar me indicacoes. Sentamo-nos a mesa reservada trouxe a carta perguntou sobre as entradas e couvet, um pao muito bom e as excelentes azeitonas, escolhemos Sopas de Cacao e Cozido de Grao. Tudo TOP.... As sopas de cacao no ponto com aquele cremosidade e o aroma brutal a coentros, o peixe no ponto. O cozido de grao, brutal sem palavras....falar deste prato e so indo e provar......muito bom. Tive o prazer de dar os parabens a senhora da sala e ao Chef da cozinha. Muito obrigado por fazerem gastronomia de verdade.. Adorei tudo neste restaurante/casa de pasto. Desde a comida regional deliciosa (aquela sopa de cacao e simplesmente deliciosa!) ao atendimento (os donos muito simpaticos e atenciosos). Estive 5 dias em Beja e este foi o unico restaurante que repeti! E quando regressar a esta cidade, este restaurante sera paragem obrigatoria!",3,positive,restaurante,setembro,2021
5413,"Espaco pequeno, mas acolhedor. Staff simpaticos e disponiveis. Entrada boa, tipica alentejana. Prato principal com dose a mais de sal.",3,positive,recomendo,julho,2021
5414,"Otima comida e atendimento tanto para nos como para o nosso filho. Precos justos para a qualidade. Muita simpatia, voltaremos certamente. Obrigado",3,positive,Praticam,setembro,2021
5415,"Comida saborosa, regional e sem pretensoes. Ele na cozinha, ela no atendimento. Profissionalismo e qualidade dis pratos. A nao perder em Beja",3,positive,apresentada,agosto,2021
5416,"Paramos em Beja em trabalho, almoco rapido, o cozido de grao e o arroz de polvo (pratos do dia) estavam divinais. De comer e chorar por mais! Staff super atencioso, servico rapido, e precos super acessiveis. Voltarei novamente de certeza!",3,positive,Praticam precos,agosto,2021
5417,Restaurante no centro da cidade com anfitrioes simpaticos. A Sra Tania fez-nos sentir em casa. Sopa de cacao estava divinal. Boa selecao de vinhos. A visitar de novo sem duvida.,3,positive,qualidade apresentada,agosto,2021
5418,"Restaurante simples, mas com uma comida com um sabor maravilhoso. Atendimento : super simpaticos . O ano passado comi umas migas maravilhosas este ano fui para sopa de cacao e cozido de grao... tudo com tanto sabor.... delicioso As sobremesas nem se fala.... aquece a alma. Parabens a equipa.",3,positive,dececao,julho,2021
5419,"Um atendimento de excelencia, sempre com simpatia e todo o cuidado. Comida honesta, com sabores genuinos, como os donos deste restaurante. Ja somos clientes ha alguns meses e nao desiludem! Para quem procura verdadeira cozinha alentejana, e visita obrigatoria em Beja!",3,positive,precos,julho,2021
5420,"Adoramos o restaurante. Tudo muito limpo, a comida deliciosa, o atendimento 5 estrelas! Nem falo das sobremesas, que sao divinais. Recomendo.",3,positive,elevados,julho,2021
5421,"penso que quem nos serviu foram os donos, pessoas amistosas e profissionais. Adorei as Migas... Arrisco-me a dizer que das melhores que ja comi. 5 estrelas. Esperamos um bocado Trata-se de um restaurante simples mas com uma comida caseira e especialmente bem confeccionada! Funcionaria muito delicada e eficiente. De entrada experimentamos um maravilhoso queijo fresco de cabra e um queijo gratinado com azeite e oregaos. Depois uma sopa de cacao , aveludada, de sabor Muito bom. .....Surpreendentemente Casa simples com comida muito bem confecionada e artigos de qualidade.",3,positive,Praticam precos elevados,junho,2021
5422,"Comida tradicional do melhor. Porco preto grelhado, migas, tomatada, etc etc. Muito bom. Servico fantastico e acolhedor. Muito boa relacao qualidade/preco.",3,positive,precos elevados,junho,2021
5423,"Muito bom servico , boa cozinha e ambiente muito agradavel grande simpatia para com os clientes recomendo uma visita.",3,positive,apresentada,junho,2021
5424,"Para alem do prato que estava simplesmente divinal, tenho a agradecer a simpatia de quem trabalha no espaco! Pessoas bastante afaveis, com o claro objetivo de deixar clientes satisfeitos. Muito obrigado, estou desejoso de regressar!",3,positive,melhores de Beja,junho,2021
5425,"De regresso a casa, feliz acaso encontrar este belo restaurante..... o churrasquinho de porco preto uma delicia",3,positive,simpatico e eficiente,dezembro,2020
5426,"Fantastico em tudo. A comida, a simpatia, o espaco... Sempre que voltar a Beja voltarei a este restaurante tambem.",3,positive,comida,dezembro,2020
5427,"Migas de coentros fantasticas!!! Simpatia e cuidado fenomenal em tempos de covid. Proxima paragem em Beja, voltamos!!",3,positive,saborosa,setembro,2020
